0	SBS1	N1	N2	N3	SBS18	SBS5	N4	SBS2	SBS13
0.00900442178381551	0.00304121474679275	0.00161430118556843	0.00111856995104019	0.0165916822340233	0.00670675073995451	0.00911381120005068	0.00552934338699258	0.000838574669422162	0.0500794641483518
0.00190752452501188	0.000554287100701253	0.00021542993392521	0.000322452313799303	0.00364298165569412	0.00184198145548657	0.00176505230381421	0.000461883400299314	0.00052311221963292	0.00939084893639923
0.0190593184495978	0.00753319594922975	0.00407511924300139	0.00358256405595259	0.0260810668069964	0.00609017797096511	0.0133159639384962	0.00689265029483345	0.00208121020630453	0.353008759459516
0.0186507002092585	0.0195629517267429	0.00616865211700975	0.00620698928442594	0.0498812740560094	0.00655552879975083	0.0365570873952409	0.00844808408786635	0.00102657304407612	0.00797168200864995
0.0109718769958542	0.0134077299830033	0.00440395972299053	0.00288605469678709	0.0135223286749287	0.00380307126367647	0.0221258909683892	0.0463492323525011	0.00173470609965498	0.000750246036081015
0.004989732733746	0.15169823633694	0.0247917432990621	0.0100724523406845	0.00610585993512733	0.0125750893281418	0.00646670344314293	0.00614630006114687	0.000944397069370149	0.000936242550680954
0.0149816326469634	0.0166470213373749	0.005389660508282	0.00350172160547239	0.0296376508375212	0.00475955905405108	0.0212670161453687	0.0293280106638899	0.00298239021329927	0.00100884795340236
0.0156765140626924	0.0140515648963105	0.00582322462254078	0.00302087601751776	0.00944457346615404	0.0136890636289064	0.0187926005609251	0.0388049817699116	0.00443417416625814	0.000778928173883662
0.01513585239344	0.0160672347938108	0.00597089568255514	0.00276350258321832	0.0115594140742482	0.00740493790175542	0.020470405613434	0.0833885980960342	0.0010254169646806	0.00199510901718404
0.00523199640839167	0.0748079901148616	0.0130898554140064	0.00857650239064984	0.00233390763781503	0.0180171920194584	0.0307671785835204	0.00454600401951548	0.00366070828920472	0.00255167334677606
0.0168755737645529	0.0178514755904171	0.00746588562781584	0.00608261347507972	0.0128867586425222	0.00652406447054364	0.0231846443035098	0.0678996090995738	0.00177604377876035	0.00177305614965426
0.0130366697380386	0.0138568638692443	0.00558135595391776	0.00185726413814128	0.00685395306402354	0.00859164057205506	0.0174440306544737	0.0109106177614909	0.000880768750828073	0.00661154779143567
0.0106656506192093	0.0172722381205813	0.005555526940588	0.00492105014572094	0.0085295833705994	0.0105915346253901	0.017688663682245	0.0873890562285816	0.000868185051699647	0.00163978944336628
0.00500253703136257	0.093272041244549	0.014861477300259	0.00640831180346143	0.00187531726725632	0.017124575251452	0.00916290732964445	0.00835972754067436	0.00094422277595764	0.000891997065258277
0.0116862189152491	0.0158542451072682	0.00619313653558159	0.00401263609815923	0.00922620105199831	0.00681573045392427	0.019942877252071	0.0332687062782829	0.000938624847723816	0.00200731057187168
0.0192660203927168	0.0147058041024952	0.00453824215983404	0.00330617579687646	0.00946566048561595	0.0125069221076761	0.0199703756186003	0.00864657839567704	0.485462378221539	0.00780639924597882
0.0210035515442587	0.0180575394351223	0.00676828144366158	0.0031244354080697	0.0105444888077214	0.00943217628789611	0.0257294743912371	0.0602704787182822	0.0929374313437841	0.00477787807157413
0.00593967851272289	0.0568603047818286	0.00973692016077863	0.00550131818071396	0.00244079611169216	0.0123978569181746	0.0180302836964515	0.00388460752975001	0.0440665908690384	0.00194262934425388
0.0166093374938373	0.0159843990990877	0.00660213299764817	0.00573780946094064	0.00948259580344092	0.00680222906108057	0.0212149668979605	0.017353893657181	0.279519639111628	0.00185914530499353
0.0183756568602265	0.00484774227909401	0.0300148873088182	0.0372057474161901	0.0115166941912499	0.00357813476034315	0.00650858132647536	0.00521207146078771	0.00131039616333248	0.00117214451848718
0.00870466686499226	0.00410933269145687	0.00287350707522115	0.0257933531437873	0.00306779092421293	0.000944802794485271	0.00751310365318418	0.00416436721167994	0.00176332440446264	0.000928526020589969
0.0101351184088244	0.00434994746195514	0.021034268013292	0.00500000822584018	0.0106709723816909	0.00298942473921502	0.00735085873769184	0.00717728704631484	0.00114966858701881	0.00240348288334538
0.0127288335933104	0.00790233479631196	0.0223606422957857	0.0428169019080768	0.00444865616762412	0.00587921047448734	0.00582677304597201	0.0108803621482389	0.000872714810770564	0.00176453771668334
0.0200371118225926	0.00258611001724332	0.0595171659266662	0.00233861952412811	0.0315540558116144	0.00159138256403039	0.00209676976712006	0.00797763993682547	0.0011513284353644	0.00119741195615913
0.00778403310092442	0.00301972507286592	0.0151658800245433	0.00154447356194751	0.0177104269321284	0.00262228537510431	0.00343944560012744	0.00841067959219466	0.000700686239624114	0.00070355225682448
0.00840844637361019	0.0037841597736937	0.0739806406650783	0.00149322830967272	0.0368759929937339	0.00218429810617212	0.00440529343098651	0.00911748276841869	0.000911604750969449	0.000981908458598488
0.0113341795961526	0.00493635968652042	0.0508992295468476	0.00266429338287696	0.0199484335423908	0.00317122133218433	0.00394056602647084	0.00844460768267761	0.000943755400112693	0.00184547769760524
0.0108787707730999	0.00171651381071041	0.0584540165255363	0.00338913103369312	0.0058106743830166	0.00159400454375595	0.00294819881631122	0.00416190916016899	0.00127324398928181	0.00128020182408857
0.00314687443548164	0.0015400756999924	0.00565416096319279	0.00306496685752581	0.00252129784034481	0.00129300142379215	0.00484693554380129	0.00246855448905262	0.000701254953924876	0.000805136137535358
0.00626917556412109	0.00183576369878872	0.0540922167630297	0.00154683256645429	0.00913276753311888	0.00187737682341199	0.00498632029864638	0.00178949906178917	0.000781829642894443	0.000669780613868373
0.00672429470042625	0.00262656710732517	0.0462137870793739	0.0103901831217482	0.00387504329545533	0.00243606687228228	0.00242803784397983	0.00825675282551181	0.00123747017039273	0.00117446785765508
0.0260574004745045	0.00670796367835572	0.0297009609480183	0.0140191774137685	0.00708782538484898	0.00794722660932404	0.00527778607664648	0.00440186715610402	0.00135890704687414	0.00111278444891172
0.00715846312668723	0.00245989531361214	0.00378586822338953	0.00960061820987358	0.00316483017705203	0.00250348161564872	0.00415545870528142	0.00373771652343202	0.000853767435575579	0.000941364095526173
0.00518634254034124	0.00218231968642701	0.0183391049005742	0.0024197594139076	0.0100629971490283	0.00124750083007715	0.00268116039389791	0.00440737818535374	0.00060626078247597	0.000584698782323601
0.0139948026551029	0.00731446229423264	0.0274877814626773	0.0671055918705152	0.00635079100789677	0.00519938471648361	0.00411951174614954	0.00990297212258537	0.000837262886399265	0.000944113783780302
0.0221769011871774	0.0159984147366916	0.0161955836852448	0.0895488378028146	0.0157829031283129	0.00369622843232439	0.0435628307937138	0.0190400341436968	0.00083254630577242	0.00255682954161302
0.00608256544434599	0.00630619408159614	0.00355711022431365	0.0409396661411686	0.00345352580629133	0.00145697107489863	0.0122419260338805	0.0073927213326599	0.00100915082338302	0.0010084033033142
0.01515402049068	0.0105059809552552	0.00953210835736875	0.00985408544788542	0.0146909481511391	0.00264000876641059	0.0514788546333321	0.00640998666406435	0.000872269870250948	0.0009073653589796
0.0170893287723735	0.0173031049915485	0.0119677267477648	0.172906352290893	0.0118125356810706	0.00782989645629574	0.0343397253360439	0.0097475501822039	0.00103326887256768	0.00200263361676021
0.0107108788665028	0.00552654855809037	0.00940747874310599	0.00207227777563331	0.00488980823398526	0.00188878600188345	0.0117761831497705	0.0031054325102753	0.000829491569572867	0.000719975999036496
0.00832317073878079	0.0055453915773406	0.00541068570216847	0.00156142965158644	0.004216078920995	0.00218247042613336	0.00981145312850552	0.00549555219640867	0.000763075741634472	0.000721620486250592
0.00683572051067861	0.00626345037522062	0.00771179358172419	0.00155032155829715	0.00809785385570308	0.00323518511201366	0.0243663411995985	0.00413769001954406	0.000970311923978655	0.00100702289989689
0.011298199988143	0.00647789012979637	0.0105811205462815	0.00266314694901193	0.0043138914433134	0.00484180203269042	0.016373584463357	0.00702586924002067	0.00103865893258446	0.00109000918436288
0.0213945211260658	0.00837434394716062	0.032852358409151	0.00578574512999995	0.00504625505939525	0.00225659606766653	0.0138846006036955	0.00756942591667399	0.000657612260001777	0.000709131914982761
0.00581166591650866	0.00582636701753239	0.00455957070481292	0.00286962991417781	0.00164493734330651	0.00269554432660096	0.00827555441980758	0.00365277065539819	0.00105489293165448	0.00113220257528287
0.00997786615487801	0.00568077138391379	0.0164488950866386	0.00112540294323257	0.00725998781519012	0.00282787781765769	0.0147766744613222	0.00220332216017516	0.00104846114502159	0.00114008738768002
0.0192920859784784	0.00945044404054172	0.0241358810702312	0.0229132300234607	0.00405942430555509	0.00399705071022144	0.0151094753649515	0.0218225385632545	0.00079121409195739	0.000758008333364434
0.0164024024306178	0.00770054526853791	0.00817204365999148	0.0136904156249069	0.00751729659159265	0.00395811975313277	0.0191081231361751	0.00405093060049856	0.00103581451474593	0.00107696968411682
0.00747970489485024	0.00622898850099545	0.00426887166153783	0.00685697295152478	0.00255693276790152	0.00449072105333883	0.0122867124183522	0.00319531647161744	0.000821722414127375	0.000901994371545516
0.00531019718304578	0.00505653935120059	0.00360778849978942	0.00109013523413372	0.00869088778497185	0.00332882241248217	0.0168668643185984	0.000958186773521279	0.000863918754995142	0.000912271879888063
0.0151208236978803	0.00972476105084261	0.00825528784616886	0.107802558952227	0.00678943409621716	0.00229409127693922	0.01774428000427	0.00804675034433175	0.000847414955724209	0.0016968019492033
0.00708636747681935	0.00215474096817936	0.00596008350619893	0.00580809818285156	0.0052380194420896	0.00130593419871162	0.00485252772170887	0.0033714189252802	0.000895575556038435	0.00092053238359966
0.00448292237211124	0.00132228440004127	0.000671158838266482	0.00279428317795048	0.00130029143579693	0.00199852416990329	0.00374707459995221	0.00408039406746237	0.00112973195131117	0.00136128671906863
0.00525499402908031	0.00234986734208174	0.00435911730666429	0.00157168056148064	0.00511060651390561	0.0028455410920729	0.0089228862211699	0.00332966559193934	0.00106940800286751	0.0010596645324641
0.00804189674726821	0.00351512662009858	0.00221993387119221	0.00666360093727303	0.00399436756981709	0.00217777766406741	0.00586840137145046	0.00123876252533192	0.00079780499565715	0.000729316200057908
0.00645397764636863	0.00126254941824263	0.00593152880287009	0.00129603344924459	0.0069032792434946	0.000523050453870087	0.00355435534078798	0.0015130084483361	0.000735611476536028	0.000710500720904624
0.00409315333182837	0.00179774843054712	0.00199105870945516	0.00115768200172701	0.00321994086712449	0.00207570076161733	0.0040738432834983	0.0025724693340539	0.00100355916867673	0.00106192330425359
0.00648120764389223	0.0023018212645121	0.0151874301719407	0.000921323065252291	0.00903045328796208	0.0039761077991676	0.00700726395232505	0.00163069640706551	0.000870605292790904	0.000779173539757177
0.00939233291079505	0.00304072696581457	0.0054181411158692	0.00370873134147078	0.00418365277168067	0.00470396609599699	0.00786734887309154	0.00261570214162219	0.00105002477970881	0.00116021835459432
0.00423554328335431	0.00105209349988383	0.00453094989950365	0.00302333923718962	0.0127617072028218	0.000975047762523049	0.00208628409029473	0.00437040451371095	0.000669881867123804	0.00053872539605636
0.00253370626597426	0.000854342840410752	0.000450034922646472	0.00245364701240181	0.00127021202388956	0.000726838982924482	0.00102912163745284	0.00127444618495028	0.000996564249896629	0.00113348598252415
0.00491014142586181	0.00142087910561123	0.010909619075519	0.00137477190693418	0.0484847171014587	0.00377019932725283	0.00424991432605796	0.0013656320153659	0.00085954927521489	0.000899149518170775
0.00482948011271251	0.00188502146175056	0.00576763004291367	0.0109676883894243	0.00376643506760184	0.00164158828600731	0.00255353391318036	0.00194358794328044	0.000964106997853076	0.000759478914323343
0.0122583173076486	0.00269823851287079	0.00438845741500074	0.0141268464637581	0.00686577175342739	0.00187295290799157	0.00430156661352753	0.00245046911688624	0.000826706816261493	0.000842597671854814
0.00684253195429696	0.00213869714577919	0.000816869240909168	0.010043830987663	0.00292912480166994	0.00166108988779461	0.00531885838536084	0.0028782362442536	0.000731649235327157	0.00059854591264089
0.00844650451706407	0.00264202114956163	0.0092249796076094	0.00196452166453967	0.00503745733064374	0.0024463220964949	0.00698768350589503	0.0018144878592988	0.000653602306027136	0.000629629720659134
0.0150834786112636	0.00616056085621963	0.00569849686242395	0.095794802601977	0.00568519379586046	0.00558465557932024	0.0125907111332991	0.00611621713004954	0.00073247387786843	0.000764778818503117
